"id","Name","State","City","Site","Material","Weight_g","Laboratory","LabID","Age_BP","Error","Report"
247,"고령 주산성 10 - 제 3-2구역, 외벽하단부 동편 8층(정지층)",경상북도,고령군,주산성 제 3-2구역 외벽하단부 동편 8층(정지층),탄화목,0.0036,서울대학교 기초과학공동기기원,SNU12-357,1650,40,高靈主山城Ⅰ(推定南門址/周邊城壁)
248,"고령 주산성 11 - 제 3-2구역, 내탁부 서편 5-1층",경상북도,고령군,주산성 제 3-2구역 내탁부 서편 5-1층,탄화목,0.0042,서울대학교 기초과학공동기기원,SNU12-358,1630,50,高靈主山城Ⅰ(推定南門址/周邊城壁)
249,광양 국도대체우회도로(세품-중군)유적 B지구 청동기시대 3호 주거지,전라남도,광양시,광양 용장 유적 B지구 청동기시대 3호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-007,2460,30,광양 용장유적
250,광양 국도대체우회도로(세품-중군)유적 B지구 청동기시대 4호 주거지,전라남도,광양시,광양 용장 유적 B지구 청동기시대 4호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-002,2540,30,광양 용장유적
251,광양 국도대체우회도로(세품-중군)유적 B지구 청동기시대 10호 주거지,전라남도,광양시,광양 용장 유적 B지구 청동기시대 10호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-003,2440,30,광양 용장유적
252,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 5호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 5호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-004,1830,30,광양 용장유적
253,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 6호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 6호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-005,1560,30,광양 용장유적
254,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 7호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 7호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-006,1800,30,광양 용장유적
255,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 14호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 14호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-008,1850,30,광양 용장유적
256,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 15호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 15호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-009,1550,30,광양 용장유적
257,광양 국도대체우회도로(세품-중군)유적 B지구 삼국시대 20호 주거지,전라남도,광양시,광양 용장 유적 B지구 삼국시대 20호 주거지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-010,1600,30,광양 용장유적
258,광양 국도대체우회도로(세품-중군)유적 B지구 청동기 4호 수혈유구,전라남도,광양시,광양 용장 유적 B지구 청동기 4호 수혈유구,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-011,2180,30,광양 용장유적
259,광양 국도대체우회도로(세품-중군)유적 B지구 조선시대 1호 건물지,전라남도,광양시,광양 용장 유적 B지구 조선시대 1호 건물지,탄화목,0.006,(재)충청문화재연구원 보존과학고고분석팀,KR13-012,500,30,광양 용장유적
260,횡성 읍하-01 청-1호 주거지 내부터,강원도,횡성군,읍하리 청-1호 주거지 내부터,탄화목,0.006,서울대학교 기초과학공동기기원,SNU13-020,2900,40,橫城 邑下里遺蹟
261,횡성 읍하-02 원삼국-4호 주거지 부뚜막 남동쪽 옆 바닥,강원도,횡성군,읍하리 원삼국-4호 주거지 부뚜막 남동쪽 옆 바닥,탄화목,0.0038,서울대학교 기초과학공동기기원,SNU13-021,1730,50,橫城 邑下里遺蹟
262,화성 남양뉴타운 3지점 4호 수혈,경기도,화성시,남양뉴타운 3지점 4호 수혈,토양,0,한국지질자원연구원,KGM-OWd120161,1730,30,화성 남양동 유적Ⅱ
263,화성 남양뉴타운 3지점 5호 수혈(상면 출토),경기도,화성시,남양뉴타운 3지점 5호 수혈(상면),토양,0,한국지질자원연구원,KGM-OWd120156,1710,30,화성 남양동 유적Ⅱ
264,화성 남양뉴타운 3지점 5호 수혈(하부 출토),경기도,화성시,남양뉴타운 3지점 5호 수혈(하부),토양,0,한국지질자원연구원,KGM-OWd120157,1740,30,화성 남양동 유적Ⅱ
265,화성 남양뉴타운 3지점 원삼국 3호 주거지(서벽 벽다짐 내부),경기도,화성시,남양뉴타운 3지점 원삼국 3호 주거지(서벽 벽다짐 내부),토양,0,한국지질자원연구원,KGM-OWd120159,1710,30,화성 남양동 유적Ⅱ
266,화성 남양뉴타운 3지점 원삼국 3호 주거지(주공 내부 출토),경기도,화성시,남양뉴타운 3지점 원삼국 3호 주거지(주공 내부),토양,0,한국지질자원연구원,KGM-OWd120158,1760,30,화성 남양동 유적Ⅱ
267,화성 남양뉴타운 3지점 원삼국 5호 주거지(노지 내부),경기도,화성시,남양뉴타운 3지점 원삼국 5호 주거지(노지 내부),토양,0,한국지질자원연구원,KGM-OWd120162,1740,30,화성 남양동 유적Ⅱ
268,화성 남양뉴타운 3지점 청동기 1호 주거지,경기도,화성시,남양뉴타운 3지점 청동기 1호 주거지,토양,0,한국지질자원연구원,KGM-OWd120163,2920,30,화성 남양동 유적Ⅱ
269,화성 남양뉴타운 3지점 청동기 2호 주거지,경기도,화성시,남양뉴타운 3지점 청동기 2호 주거지,토양,0,한국지질자원연구원,KGM-OWd120160,2850,30,화성 남양동 유적Ⅱ
270,화성 남양뉴타운 4지점 가마 목탄시료 1,경기도,화성시,남양뉴타운 4지점 가마,탄화목,0,한국지질자원연구원,KGM-OWd120532,30,30,화성 남양동 유적Ⅱ
271,화성 남양뉴타운 4지점 가마 목탄시료 2,경기도,화성시,남양뉴타운 4지점 가마,탄화목,0,한국지질자원연구원,KGM-OWd120533,40,30,화성 남양동 유적Ⅱ
272,화성 남양뉴타운 4지점 가마 목탄시료 3,경기도,화성시,남양뉴타운 4지점 가마,탄화목,0,한국지질자원연구원,KGM-OWd120534,60,30,화성 남양동 유적Ⅱ
273,화성 남양뉴타운 8지점 7호 소성유구,경기도,화성시,남양뉴타운 8지점 7호 소성유구,토양,0,한국지질자원연구원,KGM-OWd120072,560,30,화성 남양동 유적Ⅱ
274,화성 남양뉴타운 12지점 조선 10호 주거지 토기 내부,경기도,화성시,남양뉴타운 12지점 조선 10호 주거지,토기,0,한국지질자원연구원,KGM-OWd120085,400,30,화성 남양동 유적Ⅱ
275,화성 남양뉴타운 12지점 조선 10호 주거지 아궁이 내부,경기도,화성시,남양뉴타운 12지점 조선 10호 주거지 ,토양,0,한국지질자원연구원,KGM-OWd120084,270,30,화성 남양동 유적Ⅱ
276,화성 남양뉴타운 12지점 조선 5호 주거지,경기도,화성시,남양뉴타운 12지점 조선 5호 주거지,토양,0,한국지질자원연구원,KGM-OWd120089,330,30,화성 남양동 유적Ⅱ
277,화성 남양뉴타운 8지점 조선 1호 주거지,경기도,화성시,남양뉴타운 8지점 조선 1호 주거지,토양,0,한국지질자원연구원,KGM-OWd120071,460,30,화성 남양동 유적Ⅱ
278,화성 남양뉴타운 12지점 조선 12호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 12지점 조선 12호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120087,130,30,화성 남양동 유적Ⅱ
279,화성 남양뉴타운 12지점 조선 12호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 12지점 조선 12호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120088,130,30,화성 남양동 유적Ⅱ
280,화성 남양뉴타운 12지점 조선 13호 주거지 아궁이 내부,경기도,화성시,남양뉴타운 12지점 조선 13호 주거지,토양,0,한국지질자원연구원,KGM-OWd120086,360,30,화성 남양동 유적Ⅱ
281,화성 남양뉴타운 12지점 청동기 1호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 12지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120100,2370,30,화성 남양동 유적Ⅱ
282,화성 남양뉴타운 12지점 청동기 1호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 12지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120101,2500,30,화성 남양동 유적Ⅱ
283,화성 남양뉴타운 12지점 청동기 1호 주거지 목탄시료 3,경기도,화성시,남양뉴타운 12지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120102,2410,30,화성 남양동 유적Ⅱ
284,화성 남양뉴타운 12지점 청동기 1호 주거지 목탄시료 4,경기도,화성시,남양뉴타운 12지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120103,2530,30,화성 남양동 유적Ⅱ
285,화성 남양뉴타운 12지점 청동기 2호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 12지점 청동기 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120096,2170,30,화성 남양동 유적Ⅱ
286,화성 남양뉴타운 12지점 청동기 2호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 12지점 청동기 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120097,2440,30,화성 남양동 유적Ⅱ
287,화성 남양뉴타운 12지점 청동기 2호 주거지 목탄시료 3,경기도,화성시,남양뉴타운 12지점 청동기 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120098,2400,30,화성 남양동 유적Ⅱ
288,화성 남양뉴타운 12지점 청동기 2호 주거지 목탄시료 4,경기도,화성시,남양뉴타운 12지점 청동기 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120099,2130,30,화성 남양동 유적Ⅱ
289,화성 남양뉴타운 12지점 청동기 3호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 12지점 청동기 3호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120093,2520,30,화성 남양동 유적Ⅱ
290,화성 남양뉴타운 12지점 청동기 3호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 12지점 청동기 3호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120094,2590,30,화성 남양동 유적Ⅱ
291,화성 남양뉴타운 12지점 청동기 4호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 12지점 청동기 4호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120091,2430,30,화성 남양동 유적Ⅱ
292,화성 남양뉴타운 12지점 청동기 4호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 12지점 청동기 4호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120092,2410,30,화성 남양동 유적Ⅱ
293,화성 남양뉴타운 12지점 청동기 4호 주거지 목탄시료 3,경기도,화성시,남양뉴타운 12지점 청동기 4호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120095,2250,30,화성 남양동 유적Ⅱ
294,화성 남양뉴타운 13지점 3호 건물지,경기도,화성시,남양뉴타운 13지점 3호 건물지,토양,0,한국지질자원연구원,KGM-OWd120074,370,30,화성 남양동 유적Ⅱ
295,화성 남양뉴타운 13지점 원삼국 2호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 13지점 원삼국 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120078,1590,30,화성 남양동 유적Ⅱ
296,화성 남양뉴타운 13지점 원삼국 2호 주거지 목탄시료 2,경기도,화성시,남양뉴타운 13지점 원삼국 2호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd120079,1700,30,화성 남양동 유적Ⅱ
297,화성 남양뉴타운 13지점 원삼국 2호 주거지,경기도,화성시,남양뉴타운 13지점 원삼국 2호 주거지,토양,0,한국지질자원연구원,KGM-OWd120077,1530,30,화성 남양동 유적Ⅱ
298,화성 남양뉴타운 13지점 조선 2호 주거지,경기도,화성시,남양뉴타운 13지점 조선 2호 주거지,토양,0,한국지질자원연구원,KGM-OWd120076,1260,30,화성 남양동 유적Ⅱ
299,화성 남양뉴타운 13지점 조선 3호 주거지,경기도,화성시,남양뉴타운 13지점 조선 3호 주거지,토양,0,한국지질자원연구원,KGM-OWd120080,360,30,화성 남양동 유적Ⅱ
300,화성 남양뉴타운 13지점 조선 5호 주거지,경기도,화성시,남양뉴타운 13지점 조선 5호 주거지,토양,0,한국지질자원연구원,KGM-OWd120081,270,30,화성 남양동 유적Ⅱ
301,화성 남양뉴타운 13지점 조선 8호 주거지,경기도,화성시,남양뉴타운 13지점 조선 8호 주거지,토양,0,한국지질자원연구원,KGM-OWd120075,460,30,화성 남양동 유적Ⅱ
302,화성 남양뉴타운 13지점 조선 10층 주거지 아궁이 내부,경기도,화성시,남양뉴타운 13지점 조선 10층 주거지,토양,0,한국지질자원연구원,KGM-OWd120083,180,30,화성 남양동 유적Ⅱ
303,화성 남양뉴타운 13지점 청동기 1호 주거지 목탄시료 1,경기도,화성시,남양뉴타운 13지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd110019,2740,40,화성 남양동 유적Ⅱ
304,화성 남양뉴타운 13지점 청동기 1호 주거지 목탄시료 3,경기도,화성시,남양뉴타운 13지점 청동기 1호 주거지,탄화목,0,한국지질자원연구원,KGM-OWd110020,2740,40,화성 남양동 유적Ⅱ
305,화성 남양뉴타운 13지점 청동기 1호 주거지(토기 내부),경기도,화성시,남양뉴타운 13지점 청동기 1호 주거지,토기,0,한국지질자원연구원,KGM-OWd120073,2770,30,화성 남양동 유적Ⅱ
306,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,충청북도,진천군,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,탄화목,0.0041,서울대학교 기초과학공동기기원,SNU13-001,2750,40,진천 산수산업단지 조성사업부지 내 진천 산수리유적
307,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,충청북도,진천군,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,탄화목,0.0036,서울대학교 기초과학공동기기원,SNU13-002,2740,40,진천 산수산업단지 조성사업부지 내 진천 산수리유적
308,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,충청북도,진천군,산수리 까치골 Ⅲ유적 청동기시대 2호 주거지,탄화목,0.0038,서울대학교 기초과학공동기기원,SNU13-003,2800,40,진천 산수산업단지 조성사업부지 내 진천 산수리유적
309,No. HB-2,전라남도,함평군,덕림리 백양지석묘군 19호 석곽 남서쪽 묘실 바닥면,탄화목,0.02895,PaleoLabo,PLD-24319,3170,20,함평 덕림리 백양지석묘군
310,No. 5,전라북도,익산시,신용리 갓점유적 신석기시대 1호주거지 둑 우측 주거지 중앙노지 부근,탄화목,0.03341,PaleoLabo,PLD-24320,4475,20,익산 서동마 농촌 테마공원 조성부지 내 익산 신용리 갓점유적
311,No. 6,전라북도,익산시,신용리 갓점유적 신석기시대 1호주거지 둑 출입구 좌측 벽면과 입구 경계면 바닥,탄화목,0.03908,PaleoLabo,PLD-24321,4395,20,익산 서동마 농촌 테마공원 조성부지 내 익산 신용리 갓점유적
312,Sinpyeng-ri site No. 1,충청북도,청주시,"신평리 Dwelling remains No. 1, Loc. Ⅲ",탄화목,0,Institute of Accelerator Analysis Ltd.,IAAA-122994,2770,20,淸原 新坪里 遺蹟(Ⅲ·Ⅳ地點)
313,Sinpyeng-ri site No. 2,충청북도,청주시,"신평리 Dwelling remains No. 6, Loc. Ⅲ",탄화목,0,Institute of Accelerator Analysis Ltd.,IAAA-122995,2990,30,淸原 新坪里 遺蹟(Ⅲ·Ⅳ地點)
314,Sinpyeng-ri site No. 3,충청북도,청주시,"신평리 Dwelling remains No. 1, Loc. IV",탄화목,0,Institute of Accelerator Analysis Ltd.,IAAA-122996,3000,30,淸原 新坪里 遺蹟(Ⅲ·Ⅳ地點)
315,양양 동호리 YYD-1 1호 주거지 바닥,강원도,양양군,동호리 유적 1호 주거지 바닥,탄화목,0.0055,서울대학교 기초과학공동기기원,SNU13-022,1840,40,襄陽 銅湖里遺蹟
316,양양 동호리 YYD-2 2호 주거지 동벽 기둥목,강원도,양양군,동호리 유적 2호 주거지 동벽 기둥목,탄화목,0.0031,서울대학교 기초과학공동기기원,SNU13-023,1710,40,襄陽 銅湖里遺蹟
317,양양 동호리 YYD-3 4호 주거지 남서벽 모서리 수습,강원도,양양군,동호리 유적 4호 주거지 남서벽 모서리,탄화목,0.0063,서울대학교 기초과학공동기기원,SNU13-024,1710,40,襄陽 銅湖里遺蹟
318,양양 동호리 YYD-4 5호 주거지 동벽 수습,강원도,양양군,동호리 유적 5호 주거지 동벽,탄화목,0.0034,서울대학교 기초과학공동기기원,SNU13-025,1710,40,襄陽 銅湖里遺蹟
319,양양 동호리 YYD-5 6호 주거지 남서벽 바닥 수습,강원도,양양군,동호리 유적 6호 주거지 남서벽 바닥,탄화목,0.0037,서울대학교 기초과학공동기기원,SNU13-026,2090,40,襄陽 銅湖里遺蹟
320,양양 동호리 YYD-6 7호 주거지 바닥 수습,강원도,양양군,동호리 유적 7호 주거지 바닥 수습,탄화목,0.0039,서울대학교 기초과학공동기기원,SNU13-027,1830,40,襄陽 銅湖里遺蹟
321,양양 동호리 YYD-7 10호 주거지 북서벽 모서리 수습,강원도,양양군,동호리 유적 10호 주거지 북서벽 모서리,탄화목,0.0034,서울대학교 기초과학공동기기원,SNU13-028,1690,40,襄陽 銅湖里遺蹟
322,화성 계향리 No. 1 청동기시대 2호 주거지,경기도,화성시,계향리 청동기시대 2호 주거지,탄화목,0,서울대학교 기초과학공동기기원,SNU12-654,2590,40,화성 계향리 유적
323,화성 계향리 No. 2 청동기시대 5호 주거지,경기도,화성시,계향리 청동기시대 5호 주거지,탄화목,0,서울대학교 기초과학공동기기원,SNU12-655,2770,40,화성 계향리 유적
324,"부여 구아리 71-4,6 번지 GA71-4II-②",충청남도,부여군,"구아리 71-4,6번지",토양,0.078,서울대학교 기초과학공동기기원,SNU13-068,3110,40,2012년도 소규모 발굴조사 보고서 IV
325,"부여 구아리 71-4,6 번지 GA71-4II-①",충청남도,부여군,"구아리 71-4,6번지",토양,0.162,서울대학교 기초과학공동기기원,SNU13-067,5250,50,2012년도 소규모 발굴조사 보고서 IV
326,"부여 구아리 71-4,6 번지 GA71-4III",충청남도,부여군,"구아리 71-4,6번지",토양,0.034,서울대학교 기초과학공동기기원,SNU13-069,1970,30,2012년도 소규모 발굴조사 보고서 IV
327,칠곡 구포-덕산 유적 발굴조사,경상북도,칠곡군,구포-덕산 2공구 내 포남리 53번지 유적,탄화목,0.0031,서울대학교 기초과학공동기기원,SNU13-093,320,40,칠곡 구미시관내 국도대체우회도로(구포-덕산) 2공구내 1차 漆谷 浦南里 53番地 遺蹟
328,춘천 천전리 97-1 주거지 1호,강원도,춘천시,천전리 97-1 주거지 1호,목재,0.0052,서울대학교 기초과학공동기기원,SNU12-529,2340,40,2012년도 소규모 발굴조사 보고서 III
329,춘천 천전리 97-1 주거지 2호,강원도,춘천시,천전리 97-1 주거지 2호,목재,0.0055,서울대학교 기초과학공동기기원,SNU12-530,2380,40,2012년도 소규모 발굴조사 보고서 III
330,춘천 천전리 97-1 주거지 4호,강원도,춘천시,천전리 97-1 주거지 4호,목재,0.0036,서울대학교 기초과학공동기기원,SNU12-531,1880,40,2012년도 소규모 발굴조사 보고서 III
331,춘천 천전리 97-1 철자형주거지-①,강원도,춘천시,천전리 97-1 철자형주거지,목재,0.003,서울대학교 기초과학공동기기원,SNU12-532,1880,50,2012년도 소규모 발굴조사 보고서 III
332,춘천 천전리 97-2 철자형주거지-②,강원도,춘천시,천전리 97-1 철자형주거지,목재,0.0055,서울대학교 기초과학공동기기원,SNU12-533,1920,60,2012년도 소규모 발굴조사 보고서 III
333,부여 구교리 GG-387-7PF,충청남도,부여군,구교리 387-7번지,탄화목,0.0031,서울대학교 기초과학공동기기원,SNU13-051,1020,70,2012년도 소규모 발굴조사 보고서 IV
334,부여 구교리 GG-387-7PH-1,충청남도,부여군,구교리 387-7번지,탄화목,0.0037,서울대학교 기초과학공동기기원,SNU13-052,1160,40,2012년도 소규모 발굴조사 보고서 IV
335,부여 구교리 GG-387-7PH-2,충청남도,부여군,구교리 387-7번지,탄화목,0.0034,서울대학교 기초과학공동기기원,SNU13-053,1240,40,2012년도 소규모 발굴조사 보고서 IV
336,홍성 학계리 339-14 HS-2,충청남도,홍성군,학계리 339-14번지,토양,0.071,서울대학교 기초과학공동기기원,SNU12-535,3470,50,2012년도 소규모 발굴조사 보고서 VI
337,홍성 학계리 339-14 HS-1,충청남도,홍성군,학계리 339-14번지,토양,0.056,서울대학교 기초과학공동기기원,SNU12-534,3100,50,2012년도 소규모 발굴조사 보고서 VI
338,"하남 하사창동 HN64-2,344-1",경기도,하남시,"하사창동 64-2, 344번지",탄화목,0.0036,서울대학교 기초과학공동기기원,SNU12-609,1220,40,2012년도 소규모 발굴조사 보고서 I
339,"하남 하사창동 HN64-2,344-4",경기도,하남시,"하사창동 64-2, 344번지",탄화목,0.0036,서울대학교 기초과학공동기기원,SNU12-611,1240,40,2012년도 소규모 발굴조사 보고서 I
340,"하남 하사창동 HN64-2,344-5",경기도,하남시,"하사창동 64-2, 344번지",탄화목,0.0033,서울대학교 기초과학공동기기원,SNU12-612,1210,50,2012년도 소규모 발굴조사 보고서 I
341,부여 쌍북리 SB314-5D6,충청남도,부여군,쌍북리 314-5번지,탄화목,0.0033,서울대학교 기초과학공동기기원,SNU12-643,1540,50,2012년도 소규모 발굴조사 보고서 V
342,부여 쌍북리 SB314-5D8,충청남도,부여군,쌍북리 314-5번지,퇴적물,0.046,서울대학교 기초과학공동기기원,SNU12-644,2500,50,2012년도 소규모 발굴조사 보고서 V
343,부여 쌍북리 SB314-5PF13,충청남도,부여군,쌍북리 314-5번지,퇴적물,0.023,서울대학교 기초과학공동기기원,SNU12-645,1630,40,2012년도 소규모 발굴조사 보고서 V
344,부여 쌍북리 SB314-5PF16,충청남도,부여군,쌍북리 314-5번지,퇴적물,0.027,서울대학교 기초과학공동기기원,SNU12-646,1810,40,2012년도 소규모 발굴조사 보고서 V
345,부여 쌍북리 SB314-5B1,충청남도,부여군,쌍북리 314-5번지,목재,0.0023,서울대학교 기초과학공동기기원,SNU12-647,1500,40,2012년도 소규모 발굴조사 보고서 V
346,부여 쌍북리 SB314-5B2,충청남도,부여군,쌍북리 314-5번지,탄화목,0.0062,서울대학교 기초과학공동기기원,SNU12-648,1630,40,2012년도 소규모 발굴조사 보고서 V
347,부여 쌍북리 SB314-5S1,충청남도,부여군,쌍북리 314-5번지,탄화목,0.024,서울대학교 기초과학공동기기원,SNU12-649,1560,50,2012년도 소규모 발굴조사 보고서 V
348,부여 쌍북리 SB201-4PL-1,충청남도,부여군,쌍북리 201-4번지,목재,0.0027,서울대학교 기초과학공동기기원,SNU12-165,1480,50,2012년도 소규모 발굴조사 보고서 V
349,부여 쌍북리 SB201-4PL-2,충청남도,부여군,쌍북리 201-4번지,목재,0.0031,서울대학교 기초과학공동기기원,SNU12-166,1440,50,2012년도 소규모 발굴조사 보고서 V
350,춘천 우두동 89-2 청동기시대 주거지,강원도,춘천시,우두동 89-2번지 청동기시대 주거지,탄화목,0.0074,서울대학교 기초과학공동기기원,SNU13-004,2450,40,2012년도 소규모 발굴조사 보고서 III
351,춘천 우두동 89-2 주거지 1호-①,강원도,춘천시,우두동 89-2번지 주거지 1호,탄화목,0.0037,서울대학교 기초과학공동기기원,SNU13-005,1880,40,2012년도 소규모 발굴조사 보고서 III
352,춘천 우두동 89-2 주거지 1호-②,강원도,춘천시,우두동 89-2번지 주거지 1호,탄화목,0.0046,서울대학교 기초과학공동기기원,SNU13-006,1970,40,2012년도 소규모 발굴조사 보고서 III
353,춘천 우두동 89-2 주거지 7호-①,강원도,춘천시,우두동 89-2번지 주거지 7호,탄화목,0.0037,서울대학교 기초과학공동기기원,SNU13-007,1810,40,2012년도 소규모 발굴조사 보고서 III
354,춘천 우두동 89-2 주거지 7호-②,강원도,춘천시,우두동 89-2번지 주거지 7호,탄화목,0.0044,서울대학교 기초과학공동기기원,SNU13-008,1760,40,2012년도 소규모 발굴조사 보고서 III
355,춘천 우두동 89-2 주거지 8호,강원도,춘천시,우두동 89-2번지 주거지 8호,탄화목,0.0036,서울대학교 기초과학공동기기원,SNU13-009,1870,40,2012년도 소규모 발굴조사 보고서 III
356,부여 가중리 221-12 1차 폐기장 내부수습,충청남도,부여군,가중리 221-12번지 1차 폐기장,탄화목,0.0034,서울대학교 기초과학공동기기원,SNU12-742,2440,40,2012년도 소규모 발굴조사 보고서 IV
357,충주 금곡리 1호 숯가마,충청북도,충주시,금곡리 1호 숯가마,토양,0,한국지질자원연구원,KGM-OWd140068,1680,30,忠州 金谷里 遺蹟
358,충주 금곡리 2호 숯가마,충청북도,충주시,금곡리 2호 숫가마,토양,0,한국지질자원연구원,KGM-OWd140069,1400,30,忠州 金谷里 遺蹟
359,충주 금곡리 3호 숯가마,충청북도,충주시,금곡리 3호 숫가마,토양,0,한국지질자원연구원,KGM-OWd140070,1480,30,忠州 金谷里 遺蹟
360,충주 금곡리 4호 숯가마,충청북도,충주시,금곡리 4호 숫가마,토양,0,한국지질자원연구원,KGM-OWd140071,1450,30,忠州 金谷里 遺蹟
361,동두천 광암-아산간 도로확포장공사 구간내 2-2지점 1호 수혈주거지 탄화목 1,경기도,포천시,선단동 유적 도로확포장공사 구간내 2-2지점 1호 수혈주거지,탄화목,0.006,국립공주대학교 공동실험실습관,KCL14-079,2840,40,포천 선단동 유적
362,동두천 광암-아산간 도로확포장공사 구간내 2-2지점 1호 수혈주거지 탄화목 2,경기도,포천시,선단동 유적 도로확포장공사 구간내 2-2지점 1호 수혈주거지,탄화목,0.006,국립공주대학교 공동실험실습관,KCL14-080,2870,40,포천 선단동 유적
363,포항시 초곡리 산 38-9번지 주거지 2호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 2호,탄화목,0.0019,서울대학교 기초과학공동기기원,SNU13-162,2790,80,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
364,포항시 초곡리 산 38-9번지 주거지 4호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 4호,탄화목,0.0029,서울대학교 기초과학공동기기원,SNU13-163,2730,40,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
365,포항시 초곡리 산 38-9번지 주거지 5호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 5호,탄화목,0.0058,서울대학교 기초과학공동기기원,SNU13-164,2740,50,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
366,포항시 초곡리 산 38-9번지 주거지 16호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 16호,탄화목,0.0037,서울대학교 기초과학공동기기원,SNU13-166,2750,40,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
367,포항시 초곡리 산 38-9번지 주거지 17호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 17호,탄화목,0.0034,서울대학교 기초과학공동기기원,SNU13-167,2730,50,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
368,포항시 초곡리 산 38-9번지 주거지 20호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 20호,탄화목,0.0059,서울대학교 기초과학공동기기원,SNU13-168,2630,40,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
369,포항시 초곡리 산 38-9번지 주거지 21호 목탄시료,경상북도,포항시,초곡리 산 38-9번지 주거지 21호,탄화목,0.0059,서울대학교 기초과학공동기기원,SNU13-169,2720,50,포항 초곡지구 도시개발사업지구 내 포항 초곡리 취락유적
